Year,PoliceDistrict,Week_Number,Year_Week_Number,NoOfCrimes
2020,NORTHWEST,14,2020_14,18
2020,NORTHWEST,15,2020_15,20
2020,NORTHWEST,16,2020_16,9
2020,NORTHWEST,17,2020_17,16
2020,NORTHWEST,18,2020_18,18
2020,NORTHWEST,19,2020_19,23
2020,NORTHWEST,20,2020_20,21
2020,NORTHWEST,21,2020_21,29
2020,NORTHWEST,22,2020_22,31
2020,NORTHWEST,23,2020_23,16
2014,SOUTHEAST,1,2014_1,41
2014,SOUTHEAST,2,2014_2,33
2014,SOUTHEAST,3,2014_3,26
2014,SOUTHEAST,4,2014_4,16
2014,SOUTHEAST,5,2014_5,36
2014,SOUTHEAST,6,2014_6,25
2014,SOUTHEAST,7,2014_7,25
2014,SOUTHEAST,8,2014_8,40
2014,SOUTHEAST,9,2014_9,38
2014,SOUTHEAST,10,2014_10,21
2014,SOUTHEAST,11,2014_11,29
2014,SOUTHEAST,12,2014_12,37
2014,SOUTHEAST,13,2014_13,28
2014,SOUTHEAST,14,2014_14,41
2014,SOUTHEAST,15,2014_15,41
2014,SOUTHEAST,16,2014_16,46
2014,SOUTHEAST,17,2014_17,35
2014,SOUTHEAST,18,2014_18,32
2014,SOUTHEAST,19,2014_19,40
2014,SOUTHEAST,20,2014_20,42
2014,SOUTHEAST,21,2014_21,40
2014,SOUTHEAST,22,2014_22,34
2014,SOUTHEAST,23,2014_23,44
2014,SOUTHEAST,24,2014_24,30
2014,SOUTHEAST,25,2014_25,34
2014,SOUTHEAST,26,2014_26,35
2014,SOUTHEAST,27,2014_27,31
2014,SOUTHEAST,28,2014_28,33
2014,SOUTHEAST,29,2014_29,34
2014,SOUTHEAST,30,2014_30,18
2014,SOUTHEAST,31,2014_31,25
2014,SOUTHEAST,32,2014_32,28
2014,SOUTHEAST,33,2014_33,21
2014,SOUTHEAST,34,2014_34,29
2014,SOUTHEAST,35,2014_35,38
2014,SOUTHEAST,36,2014_36,38
2014,SOUTHEAST,37,2014_37,26
2014,SOUTHEAST,38,2014_38,32
2014,SOUTHEAST,39,2014_39,24
2014,SOUTHEAST,40,2014_40,31
2014,SOUTHEAST,41,2014_41,29
2014,SOUTHEAST,42,2014_42,28
2014,SOUTHEAST,43,2014_43,25
2014,SOUTHEAST,44,2014_44,16
2014,SOUTHEAST,45,2014_45,24
2014,SOUTHEAST,46,2014_46,35
2014,SOUTHEAST,47,2014_47,24
2014,SOUTHEAST,48,2014_48,40
2014,SOUTHEAST,49,2014_49,32
2014,SOUTHEAST,50,2014_50,27
2014,SOUTHEAST,51,2014_51,28
2014,SOUTHEAST,52,2014_52,28
2015,SOUTHEAST,1,2015_1,14
2015,SOUTHEAST,2,2015_2,17
2015,SOUTHEAST,3,2015_3,20
2015,SOUTHEAST,4,2015_4,24
2015,SOUTHEAST,5,2015_5,32
2015,SOUTHEAST,6,2015_6,31
2015,SOUTHEAST,7,2015_7,26
2015,SOUTHEAST,8,2015_8,17
2015,SOUTHEAST,9,2015_9,21
2015,SOUTHEAST,10,2015_10,15
2015,SOUTHEAST,11,2015_11,26
2015,SOUTHEAST,12,2015_12,26
2015,SOUTHEAST,13,2015_13,24
2015,SOUTHEAST,14,2015_14,23
2015,SOUTHEAST,15,2015_15,17
2015,SOUTHEAST,16,2015_16,36
2015,SOUTHEAST,17,2015_17,24
2015,SOUTHEAST,18,2015_18,12
2015,SOUTHEAST,19,2015_19,27
2015,SOUTHEAST,20,2015_20,35
2015,SOUTHEAST,21,2015_21,31
2015,SOUTHEAST,22,2015_22,27
2015,SOUTHEAST,23,2015_23,36
2015,SOUTHEAST,24,2015_24,41
2015,SOUTHEAST,25,2015_25,37
2015,SOUTHEAST,26,2015_26,31
2015,SOUTHEAST,27,2015_27,40
2015,SOUTHEAST,28,2015_28,41
2015,SOUTHEAST,29,2015_29,34
2015,SOUTHEAST,30,2015_30,41
2015,SOUTHEAST,31,2015_31,26
2015,SOUTHEAST,32,2015_32,30
2015,SOUTHEAST,33,2015_33,40
2015,SOUTHEAST,34,2015_34,28
2015,SOUTHEAST,35,2015_35,26
2015,SOUTHEAST,36,2015_36,25
2015,SOUTHEAST,37,2015_37,39
2015,SOUTHEAST,38,2015_38,37
2015,SOUTHEAST,39,2015_39,22
2015,SOUTHEAST,40,2015_40,25
2015,SOUTHEAST,41,2015_41,18
2015,SOUTHEAST,42,2015_42,29
2015,SOUTHEAST,43,2015_43,35
2015,SOUTHEAST,44,2015_44,28
2015,SOUTHEAST,45,2015_45,31
2015,SOUTHEAST,46,2015_46,36
2015,SOUTHEAST,47,2015_47,18
2015,SOUTHEAST,48,2015_48,35
2015,SOUTHEAST,49,2015_49,21
2015,SOUTHEAST,50,2015_50,27
2015,SOUTHEAST,51,2015_51,16
2015,SOUTHEAST,52,2015_52,33
2015,SOUTHEAST,53,2015_53,10
2016,SOUTHEAST,1,2016_1,23
2016,SOUTHEAST,2,2016_2,25
2016,SOUTHEAST,3,2016_3,5
2016,SOUTHEAST,4,2016_4,19
2016,SOUTHEAST,5,2016_5,19
2016,SOUTHEAST,6,2016_6,17
2016,SOUTHEAST,7,2016_7,16
2016,SOUTHEAST,8,2016_8,21
2016,SOUTHEAST,9,2016_9,25
2016,SOUTHEAST,10,2016_10,27
2016,SOUTHEAST,11,2016_11,17
2016,SOUTHEAST,12,2016_12,32
2016,SOUTHEAST,13,2016_13,29
2016,SOUTHEAST,14,2016_14,22
2016,SOUTHEAST,15,2016_15,33
2016,SOUTHEAST,16,2016_16,36
2016,SOUTHEAST,17,2016_17,24
2016,SOUTHEAST,18,2016_18,28
2016,SOUTHEAST,19,2016_19,34
2016,SOUTHEAST,20,2016_20,18
2016,SOUTHEAST,21,2016_21,28
2016,SOUTHEAST,22,2016_22,47
2016,SOUTHEAST,23,2016_23,40
2016,SOUTHEAST,24,2016_24,38
2016,SOUTHEAST,25,2016_25,32
2016,SOUTHEAST,26,2016_26,31
2016,SOUTHEAST,27,2016_27,16
2016,SOUTHEAST,28,2016_28,30
2016,SOUTHEAST,29,2016_29,23
2016,SOUTHEAST,30,2016_30,21
2016,SOUTHEAST,31,2016_31,24
2016,SOUTHEAST,32,2016_32,25
2016,SOUTHEAST,33,2016_33,40
2016,SOUTHEAST,34,2016_34,18
2016,SOUTHEAST,35,2016_35,31
2016,SOUTHEAST,36,2016_36,31
2016,SOUTHEAST,37,2016_37,20
2016,SOUTHEAST,38,2016_38,28
2016,SOUTHEAST,39,2016_39,23
2016,SOUTHEAST,40,2016_40,23
2016,SOUTHEAST,41,2016_41,23
2016,SOUTHEAST,42,2016_42,34
2016,SOUTHEAST,43,2016_43,36
2016,SOUTHEAST,44,2016_44,31
2016,SOUTHEAST,45,2016_45,25
2016,SOUTHEAST,46,2016_46,17
2016,SOUTHEAST,47,2016_47,26
2016,SOUTHEAST,48,2016_48,29
2016,SOUTHEAST,49,2016_49,32
2016,SOUTHEAST,50,2016_50,21
2016,SOUTHEAST,51,2016_51,29
2016,SOUTHEAST,52,2016_52,10
2017,SOUTHEAST,1,2017_1,27
2017,SOUTHEAST,2,2017_2,25
2017,SOUTHEAST,3,2017_3,31
2017,SOUTHEAST,4,2017_4,30
2017,SOUTHEAST,5,2017_5,24
2017,SOUTHEAST,6,2017_6,30
2017,SOUTHEAST,7,2017_7,26
2017,SOUTHEAST,8,2017_8,30
2017,SOUTHEAST,9,2017_9,22
2017,SOUTHEAST,10,2017_10,29
2017,SOUTHEAST,11,2017_11,30
2017,SOUTHEAST,12,2017_12,29
2017,SOUTHEAST,13,2017_13,33
2017,SOUTHEAST,14,2017_14,46
2017,SOUTHEAST,15,2017_15,41
2017,SOUTHEAST,16,2017_16,35
2017,SOUTHEAST,17,2017_17,41
2017,SOUTHEAST,18,2017_18,35
2017,SOUTHEAST,19,2017_19,23
2017,SOUTHEAST,20,2017_20,31
2017,SOUTHEAST,21,2017_21,22
2017,SOUTHEAST,22,2017_22,19
2017,SOUTHEAST,23,2017_23,38
2017,SOUTHEAST,24,2017_24,27
2017,SOUTHEAST,25,2017_25,33
2017,SOUTHEAST,26,2017_26,26
2017,SOUTHEAST,27,2017_27,28
2017,SOUTHEAST,28,2017_28,26
2017,SOUTHEAST,29,2017_29,34
2017,SOUTHEAST,30,2017_30,22
2017,SOUTHEAST,31,2017_31,44
2017,SOUTHEAST,32,2017_32,42
2017,SOUTHEAST,33,2017_33,33
2017,SOUTHEAST,34,2017_34,30
2017,SOUTHEAST,35,2017_35,22
2017,SOUTHEAST,36,2017_36,32
2017,SOUTHEAST,37,2017_37,25
2017,SOUTHEAST,38,2017_38,33
2017,SOUTHEAST,39,2017_39,23
2017,SOUTHEAST,40,2017_40,32
2017,SOUTHEAST,41,2017_41,32
2017,SOUTHEAST,42,2017_42,29
2017,SOUTHEAST,43,2017_43,33
2017,SOUTHEAST,44,2017_44,36
2017,SOUTHEAST,45,2017_45,28
2017,SOUTHEAST,46,2017_46,26
2017,SOUTHEAST,47,2017_47,27
2017,SOUTHEAST,48,2017_48,30
2017,SOUTHEAST,49,2017_49,16
2017,SOUTHEAST,50,2017_50,25
2017,SOUTHEAST,51,2017_51,23
2017,SOUTHEAST,52,2017_52,24
2018,SOUTHEAST,1,2018_1,25
2018,SOUTHEAST,2,2018_2,13
2018,SOUTHEAST,3,2018_3,31
2018,SOUTHEAST,4,2018_4,18
2018,SOUTHEAST,5,2018_5,27
2018,SOUTHEAST,6,2018_6,21
2018,SOUTHEAST,7,2018_7,23
2018,SOUTHEAST,8,2018_8,19
2018,SOUTHEAST,9,2018_9,26
2018,SOUTHEAST,10,2018_10,28
2018,SOUTHEAST,11,2018_11,21
2018,SOUTHEAST,12,2018_12,27
2018,SOUTHEAST,13,2018_13,27
2018,SOUTHEAST,14,2018_14,26
2018,SOUTHEAST,15,2018_15,20
2018,SOUTHEAST,16,2018_16,25
2018,SOUTHEAST,17,2018_17,25
2018,SOUTHEAST,18,2018_18,26
2018,SOUTHEAST,19,2018_19,43
2018,SOUTHEAST,20,2018_20,25
2018,SOUTHEAST,21,2018_21,31
2018,SOUTHEAST,22,2018_22,32
2018,SOUTHEAST,23,2018_23,31
2018,SOUTHEAST,24,2018_24,28
2018,SOUTHEAST,25,2018_25,23
2018,SOUTHEAST,26,2018_26,21
2018,SOUTHEAST,27,2018_27,26
2018,SOUTHEAST,28,2018_28,33
2018,SOUTHEAST,29,2018_29,37
2018,SOUTHEAST,30,2018_30,30
2018,SOUTHEAST,31,2018_31,30
2018,SOUTHEAST,32,2018_32,40
2018,SOUTHEAST,33,2018_33,33
2018,SOUTHEAST,34,2018_34,33
2018,SOUTHEAST,35,2018_35,30
2018,SOUTHEAST,36,2018_36,24
2018,SOUTHEAST,37,2018_37,35
2018,SOUTHEAST,38,2018_38,32
2018,SOUTHEAST,39,2018_39,39
2018,SOUTHEAST,40,2018_40,39
2018,SOUTHEAST,41,2018_41,41
2018,SOUTHEAST,42,2018_42,25
2018,SOUTHEAST,43,2018_43,23
2018,SOUTHEAST,44,2018_44,41
2018,SOUTHEAST,45,2018_45,22
2018,SOUTHEAST,46,2018_46,41
2018,SOUTHEAST,47,2018_47,29
2018,SOUTHEAST,48,2018_48,33
2018,SOUTHEAST,49,2018_49,30
2018,SOUTHEAST,50,2018_50,22
2018,SOUTHEAST,51,2018_51,26
2018,SOUTHEAST,52,2018_52,26
2019,SOUTHEAST,1,2019_1,42
2019,SOUTHEAST,2,2019_2,34
2019,SOUTHEAST,3,2019_3,21
2019,SOUTHEAST,4,2019_4,20
2019,SOUTHEAST,5,2019_5,17
2019,SOUTHEAST,6,2019_6,29
2019,SOUTHEAST,7,2019_7,28
2019,SOUTHEAST,8,2019_8,30
2019,SOUTHEAST,9,2019_9,19
2019,SOUTHEAST,10,2019_10,18
2019,SOUTHEAST,11,2019_11,31
2019,SOUTHEAST,12,2019_12,17
2019,SOUTHEAST,13,2019_13,25
2019,SOUTHEAST,14,2019_14,28
2019,SOUTHEAST,15,2019_15,33
2019,SOUTHEAST,16,2019_16,17
2019,SOUTHEAST,17,2019_17,24
2019,SOUTHEAST,18,2019_18,34
2019,SOUTHEAST,19,2019_19,24
2019,SOUTHEAST,20,2019_20,31
2019,SOUTHEAST,21,2019_21,27
2019,SOUTHEAST,22,2019_22,44
2019,SOUTHEAST,23,2019_23,32
2019,SOUTHEAST,24,2019_24,45
2019,SOUTHEAST,25,2019_25,39
2019,SOUTHEAST,26,2019_26,35
2019,SOUTHEAST,27,2019_27,26
2019,SOUTHEAST,28,2019_28,41
2019,SOUTHEAST,29,2019_29,37
2019,SOUTHEAST,30,2019_30,29
2019,SOUTHEAST,31,2019_31,31
2019,SOUTHEAST,32,2019_32,25
2019,SOUTHEAST,33,2019_33,30
2019,SOUTHEAST,34,2019_34,18
2019,SOUTHEAST,35,2019_35,45
2019,SOUTHEAST,36,2019_36,29
2019,SOUTHEAST,37,2019_37,26
2019,SOUTHEAST,38,2019_38,34
2019,SOUTHEAST,39,2019_39,43
2019,SOUTHEAST,40,2019_40,38
2019,SOUTHEAST,41,2019_41,21
2019,SOUTHEAST,42,2019_42,18
2019,SOUTHEAST,43,2019_43,16
2019,SOUTHEAST,44,2019_44,17
2019,SOUTHEAST,45,2019_45,21
2019,SOUTHEAST,46,2019_46,13
2019,SOUTHEAST,47,2019_47,21
2019,SOUTHEAST,48,2019_48,36
2019,SOUTHEAST,49,2019_49,17
2019,SOUTHEAST,50,2019_50,23
2019,SOUTHEAST,51,2019_51,19
2019,SOUTHEAST,52,2019_52,21
2020,SOUTHEAST,1,2020_1,17
2020,SOUTHEAST,2,2020_2,16
2020,SOUTHEAST,3,2020_3,24
2020,SOUTHEAST,4,2020_4,27
2020,SOUTHEAST,5,2020_5,14
2020,SOUTHEAST,6,2020_6,31
2020,SOUTHEAST,7,2020_7,27
2020,SOUTHEAST,8,2020_8,16
2020,SOUTHEAST,9,2020_9,14
2020,SOUTHEAST,10,2020_10,22
2020,SOUTHEAST,11,2020_11,23
2020,SOUTHEAST,12,2020_12,20
2020,SOUTHEAST,13,2020_13,15
2020,SOUTHEAST,14,2020_14,28
2020,SOUTHEAST,15,2020_15,23
2020,SOUTHEAST,16,2020_16,17
2020,SOUTHEAST,17,2020_17,7
2020,SOUTHEAST,18,2020_18,12
2020,SOUTHEAST,19,2020_19,22
2020,SOUTHEAST,20,2020_20,26
2020,SOUTHEAST,21,2020_21,20
2020,SOUTHEAST,22,2020_22,22
2020,SOUTHEAST,23,2020_23,12
2014,EASTERN,1,2014_1,19
2014,EASTERN,2,2014_2,25
2014,EASTERN,3,2014_3,21
2014,EASTERN,4,2014_4,14
2014,EASTERN,5,2014_5,33
2014,EASTERN,6,2014_6,19
2014,EASTERN,7,2014_7,17
2014,EASTERN,8,2014_8,28
2014,EASTERN,9,2014_9,24
2014,EASTERN,10,2014_10,26
2014,EASTERN,11,2014_11,34
2014,EASTERN,12,2014_12,31
2014,EASTERN,13,2014_13,27
2014,EASTERN,14,2014_14,20
2014,EASTERN,15,2014_15,21
2014,EASTERN,16,2014_16,37
2014,EASTERN,17,2014_17,41
2014,EASTERN,18,2014_18,38
2014,EASTERN,19,2014_19,36
2014,EASTERN,20,2014_20,57
2014,EASTERN,21,2014_21,22
2014,EASTERN,22,2014_22,26
2014,EASTERN,23,2014_23,27
2014,EASTERN,24,2014_24,29
2014,EASTERN,25,2014_25,21
2014,EASTERN,26,2014_26,24
2014,EASTERN,27,2014_27,26
2014,EASTERN,28,2014_28,26
2014,EASTERN,29,2014_29,32
2014,EASTERN,30,2014_30,20
2014,EASTERN,31,2014_31,37
2014,EASTERN,32,2014_32,24
2014,EASTERN,33,2014_33,21
2014,EASTERN,34,2014_34,21
2014,EASTERN,35,2014_35,31
2014,EASTERN,36,2014_36,34
2014,EASTERN,37,2014_37,24
2014,EASTERN,38,2014_38,19
2014,EASTERN,39,2014_39,28
2014,EASTERN,40,2014_40,28
2014,EASTERN,41,2014_41,17
2014,EASTERN,42,2014_42,24
2014,EASTERN,43,2014_43,21
2014,EASTERN,44,2014_44,29
2014,EASTERN,45,2014_45,26
2014,EASTERN,46,2014_46,22
2014,EASTERN,47,2014_47,19
2014,EASTERN,48,2014_48,17
2014,EASTERN,49,2014_49,17
2014,EASTERN,50,2014_50,17
2014,EASTERN,51,2014_51,23
2014,EASTERN,52,2014_52,24
2015,EASTERN,1,2015_1,15
2015,EASTERN,2,2015_2,12
2015,EASTERN,3,2015_3,33
2015,EASTERN,4,2015_4,22
2015,EASTERN,5,2015_5,20
2015,EASTERN,6,2015_6,24
2015,EASTERN,7,2015_7,18
2015,EASTERN,8,2015_8,17
2015,EASTERN,9,2015_9,33
2015,EASTERN,10,2015_10,19
2015,EASTERN,11,2015_11,24
2015,EASTERN,12,2015_12,21
2015,EASTERN,13,2015_13,20
2015,EASTERN,14,2015_14,16
2015,EASTERN,15,2015_15,16
2015,EASTERN,16,2015_16,31
2015,EASTERN,17,2015_17,21
2015,EASTERN,18,2015_18,22
2015,EASTERN,19,2015_19,51
2015,EASTERN,20,2015_20,30
2015,EASTERN,21,2015_21,37
2015,EASTERN,22,2015_22,30
2015,EASTERN,23,2015_23,34
2015,EASTERN,24,2015_24,27
2015,EASTERN,25,2015_25,23
2015,EASTERN,26,2015_26,32
2015,EASTERN,27,2015_27,32
2015,EASTERN,28,2015_28,27
2015,EASTERN,29,2015_29,28
2015,EASTERN,30,2015_30,40
2015,EASTERN,31,2015_31,22
2015,EASTERN,32,2015_32,29
2015,EASTERN,33,2015_33,22
2015,EASTERN,34,2015_34,29
2015,EASTERN,35,2015_35,23
2015,EASTERN,36,2015_36,29
2015,EASTERN,37,2015_37,22
2015,EASTERN,38,2015_38,27
2015,EASTERN,39,2015_39,32
2015,EASTERN,40,2015_40,11
2015,EASTERN,41,2015_41,25
2015,EASTERN,42,2015_42,25
2015,EASTERN,43,2015_43,27
2015,EASTERN,44,2015_44,30
2015,EASTERN,45,2015_45,25
2015,EASTERN,46,2015_46,25
2015,EASTERN,47,2015_47,24
2015,EASTERN,48,2015_48,14
2015,EASTERN,49,2015_49,13
2015,EASTERN,50,2015_50,31
2015,EASTERN,51,2015_51,27
2015,EASTERN,52,2015_52,20
2015,EASTERN,53,2015_53,14
2016,EASTERN,1,2016_1,19
2016,EASTERN,2,2016_2,26
2016,EASTERN,3,2016_3,14
2016,EASTERN,4,2016_4,21
2016,EASTERN,5,2016_5,13
2016,EASTERN,6,2016_6,18
2016,EASTERN,7,2016_7,23
2016,EASTERN,8,2016_8,21
2016,EASTERN,9,2016_9,31
2016,EASTERN,10,2016_10,26
2016,EASTERN,11,2016_11,24
2016,EASTERN,12,2016_12,25
2016,EASTERN,13,2016_13,32
2016,EASTERN,14,2016_14,30
2016,EASTERN,15,2016_15,26
2016,EASTERN,16,2016_16,33
2016,EASTERN,17,2016_17,23
2016,EASTERN,18,2016_18,39
2016,EASTERN,19,2016_19,32
2016,EASTERN,20,2016_20,22
2016,EASTERN,21,2016_21,32
2016,EASTERN,22,2016_22,30
2016,EASTERN,23,2016_23,27
2016,EASTERN,24,2016_24,27
2016,EASTERN,25,2016_25,30
2016,EASTERN,26,2016_26,20
2016,EASTERN,27,2016_27,18
2016,EASTERN,28,2016_28,32
2016,EASTERN,29,2016_29,23
2016,EASTERN,30,2016_30,25
2016,EASTERN,31,2016_31,23
2016,EASTERN,32,2016_32,32
2016,EASTERN,33,2016_33,23
2016,EASTERN,34,2016_34,21
2016,EASTERN,35,2016_35,27
2016,EASTERN,36,2016_36,25
2016,EASTERN,37,2016_37,30
2016,EASTERN,38,2016_38,24
2016,EASTERN,39,2016_39,21
2016,EASTERN,40,2016_40,24
2016,EASTERN,41,2016_41,30
2016,EASTERN,42,2016_42,19
2016,EASTERN,43,2016_43,23
2016,EASTERN,44,2016_44,29
2016,EASTERN,45,2016_45,34
2016,EASTERN,46,2016_46,31
2016,EASTERN,47,2016_47,18
2016,EASTERN,48,2016_48,23
2016,EASTERN,49,2016_49,22
2016,EASTERN,50,2016_50,17
2016,EASTERN,51,2016_51,26
2016,EASTERN,52,2016_52,24
2017,EASTERN,1,2017_1,20
2017,EASTERN,2,2017_2,27
2017,EASTERN,3,2017_3,21
2017,EASTERN,4,2017_4,30
2017,EASTERN,5,2017_5,20
2017,EASTERN,6,2017_6,18
2017,EASTERN,7,2017_7,26
2017,EASTERN,8,2017_8,38
2017,EASTERN,9,2017_9,29
2017,EASTERN,10,2017_10,29
2017,EASTERN,11,2017_11,22
2017,EASTERN,12,2017_12,28
2017,EASTERN,13,2017_13,30
2017,EASTERN,14,2017_14,40
2017,EASTERN,15,2017_15,33
2017,EASTERN,16,2017_16,42
2017,EASTERN,17,2017_17,35
2017,EASTERN,18,2017_18,35
2017,EASTERN,19,2017_19,28
2017,EASTERN,20,2017_20,32
2017,EASTERN,21,2017_21,30
2017,EASTERN,22,2017_22,32
2017,EASTERN,23,2017_23,31
2017,EASTERN,24,2017_24,34
2017,EASTERN,25,2017_25,36
2017,EASTERN,26,2017_26,18
2017,EASTERN,27,2017_27,25
2017,EASTERN,28,2017_28,28
2017,EASTERN,29,2017_29,36
2017,EASTERN,30,2017_30,29
2017,EASTERN,31,2017_31,31
2017,EASTERN,32,2017_32,31
2017,EASTERN,33,2017_33,30
2017,EASTERN,34,2017_34,37
2017,EASTERN,35,2017_35,24
2017,EASTERN,36,2017_36,28
2017,EASTERN,37,2017_37,29
2017,EASTERN,38,2017_38,34
2017,EASTERN,39,2017_39,32
2017,EASTERN,40,2017_40,31
2017,EASTERN,41,2017_41,34
2017,EASTERN,42,2017_42,27
2017,EASTERN,43,2017_43,25
2017,EASTERN,44,2017_44,27
2017,EASTERN,45,2017_45,27
2017,EASTERN,46,2017_46,38
2017,EASTERN,47,2017_47,17
2017,EASTERN,48,2017_48,16
2017,EASTERN,49,2017_49,20
2017,EASTERN,50,2017_50,27
2017,EASTERN,51,2017_51,26
2017,EASTERN,52,2017_52,26
2018,EASTERN,1,2018_1,22
2018,EASTERN,2,2018_2,23
2018,EASTERN,3,2018_3,24
2018,EASTERN,4,2018_4,25
2018,EASTERN,5,2018_5,18
2018,EASTERN,6,2018_6,31
2018,EASTERN,7,2018_7,18
2018,EASTERN,8,2018_8,23
2018,EASTERN,9,2018_9,23
2018,EASTERN,10,2018_10,29
2018,EASTERN,11,2018_11,34
2018,EASTERN,12,2018_12,24
2018,EASTERN,13,2018_13,31
2018,EASTERN,14,2018_14,38
2018,EASTERN,15,2018_15,23
2018,EASTERN,16,2018_16,38
2018,EASTERN,17,2018_17,28
2018,EASTERN,18,2018_18,22
2018,EASTERN,19,2018_19,26
2018,EASTERN,20,2018_20,25
2018,EASTERN,21,2018_21,39
2018,EASTERN,22,2018_22,39
2018,EASTERN,23,2018_23,40
2018,EASTERN,24,2018_24,31
2018,EASTERN,25,2018_25,25
2018,EASTERN,26,2018_26,21
2018,EASTERN,27,2018_27,26
2018,EASTERN,28,2018_28,37
2018,EASTERN,29,2018_29,31
2018,EASTERN,30,2018_30,24
2018,EASTERN,31,2018_31,35
2018,EASTERN,32,2018_32,33
2018,EASTERN,33,2018_33,33
2018,EASTERN,34,2018_34,28
2018,EASTERN,35,2018_35,26
2018,EASTERN,36,2018_36,33
2018,EASTERN,37,2018_37,23
2018,EASTERN,38,2018_38,35
2018,EASTERN,39,2018_39,27
2018,EASTERN,40,2018_40,36
2018,EASTERN,41,2018_41,32
2018,EASTERN,42,2018_42,17
2018,EASTERN,43,2018_43,32
2018,EASTERN,44,2018_44,25
2018,EASTERN,45,2018_45,24
2018,EASTERN,46,2018_46,24
2018,EASTERN,47,2018_47,30
2018,EASTERN,48,2018_48,30
2018,EASTERN,49,2018_49,30
2018,EASTERN,50,2018_50,31
2018,EASTERN,51,2018_51,27
2018,EASTERN,52,2018_52,31
2019,EASTERN,1,2019_1,29
2019,EASTERN,2,2019_2,27
2019,EASTERN,3,2019_3,21
2019,EASTERN,4,2019_4,15
2019,EASTERN,5,2019_5,28
2019,EASTERN,6,2019_6,37
2019,EASTERN,7,2019_7,28
2019,EASTERN,8,2019_8,28
2019,EASTERN,9,2019_9,24
2019,EASTERN,10,2019_10,27
2019,EASTERN,11,2019_11,37
2019,EASTERN,12,2019_12,26
2019,EASTERN,13,2019_13,31
2019,EASTERN,14,2019_14,37
2019,EASTERN,15,2019_15,37
2019,EASTERN,16,2019_16,28
2019,EASTERN,17,2019_17,43
2019,EASTERN,18,2019_18,27
2019,EASTERN,19,2019_19,30
2019,EASTERN,20,2019_20,31
2019,EASTERN,21,2019_21,35
2019,EASTERN,22,2019_22,29
2019,EASTERN,23,2019_23,33
2019,EASTERN,24,2019_24,26
2019,EASTERN,25,2019_25,36
2019,EASTERN,26,2019_26,41
2019,EASTERN,27,2019_27,35
2019,EASTERN,28,2019_28,31
2019,EASTERN,29,2019_29,34
2019,EASTERN,30,2019_30,29
2019,EASTERN,31,2019_31,22
2019,EASTERN,32,2019_32,34
2019,EASTERN,33,2019_33,35
2019,EASTERN,34,2019_34,43
2019,EASTERN,35,2019_35,34
2019,EASTERN,36,2019_36,32
2019,EASTERN,37,2019_37,38
2019,EASTERN,38,2019_38,32
2019,EASTERN,39,2019_39,25
2019,EASTERN,40,2019_40,21
2019,EASTERN,41,2019_41,38
2019,EASTERN,42,2019_42,25
2019,EASTERN,43,2019_43,22
2019,EASTERN,44,2019_44,26
2019,EASTERN,45,2019_45,23
2019,EASTERN,46,2019_46,33
2019,EASTERN,47,2019_47,29
2019,EASTERN,48,2019_48,30
2019,EASTERN,49,2019_49,28
2019,EASTERN,50,2019_50,19
2019,EASTERN,51,2019_51,19
2019,EASTERN,52,2019_52,28
2020,EASTERN,1,2020_1,19
2020,EASTERN,2,2020_2,21
2020,EASTERN,3,2020_3,15
2020,EASTERN,4,2020_4,32
2020,EASTERN,5,2020_5,40
2020,EASTERN,6,2020_6,31
2020,EASTERN,7,2020_7,34
2020,EASTERN,8,2020_8,36
2020,EASTERN,9,2020_9,15
2020,EASTERN,10,2020_10,29
2020,EASTERN,11,2020_11,39
2020,EASTERN,12,2020_12,26
2020,EASTERN,13,2020_13,16
2020,EASTERN,14,2020_14,16
2020,EASTERN,15,2020_15,17
2020,EASTERN,16,2020_16,5
2020,EASTERN,17,2020_17,17
2020,EASTERN,18,2020_18,31
2020,EASTERN,19,2020_19,32
2020,EASTERN,20,2020_20,24
2020,EASTERN,21,2020_21,22
2020,EASTERN,22,2020_22,26
2020,EASTERN,23,2020_23,20
